open,high,low,close,volume,adjusted_close,time
269.6667,280.6667,267.4200333333333,280.0767,84028819,280.0767,2022-03-16 00:00:00 Wednesday
276.99666666666667,291.6667,275.23926666666665,290.5333,66582958,290.5333,2022-03-17 00:00:00 Thursday
291.49666666666667,302.6166666666667,289.13,301.7967,100414191,301.7967,2022-03-18 00:00:00 Friday
304.99333333333334,314.28333333333336,302.36333333333334,307.0533,81981661,307.0533,2022-03-21 00:00:00 Monday
310.0,332.62,307.25,331.3267,105868557,331.3267,2022-03-22 00:00:00 Tuesday
326.6466666666667,346.90000000000003,325.46666666666664,333.0367,120676134,333.0367,2022-03-23 00:00:00 Wednesday
336.57666666666665,341.49666666666667,329.59999999999997,337.9733,68920891,337.9733,2022-03-24 00:00:00 Thursday
336.0,340.59999999999997,332.44006666666667,336.88,62031538,336.88,2022-03-25 00:00:00 Friday
355.0333333333333,365.96000000000004,351.2,363.9467,102506061,363.9467,2022-03-28 00:00:00 Monday
369.33,371.59,357.7033333333333,366.5233,73614808,366.5233,2022-03-29 00:00:00 Tuesday
363.72333333333336,371.31666666666666,361.3333333333333,364.6633,59864998,364.6633,2022-03-30 00:00:00 Wednesday
364.8566666666666,367.71333333333337,358.88033333333334,359.2,48992759,359.2,2022-03-31 00:00:00 Thursday
360.3833333333334,364.9166666666667,355.5466666666667,361.53,54263218,361.53,2022-04-01 00:00:00 Friday
363.1266666666667,383.30333333333334,357.51,381.8167,82177702,381.8167,2022-04-04 00:00:00 Monday
378.76666666666665,384.28999999999996,362.43333333333334,363.7533,80075008,363.7533,2022-04-05 00:00:00 Tuesday
357.8233333333333,359.6666666666667,342.56666666666666,348.5867,89348541,348.5867,2022-04-06 00:00:00 Wednesday
350.7966666666667,358.8633333333333,340.5133333333333,352.42,79447048,352.42,2022-04-07 00:00:00 Thursday
347.7366666666667,349.48,340.81166666666667,341.83,55013698,341.83,2022-04-08 00:00:00 Friday
326.8,336.156,324.88,325.31,59357218,325.31,2022-04-11 00:00:00 Monday
332.5467,340.39733333333334,325.5334,328.9833,65976085,328.9833,2022-04-12 00:00:00 Tuesday
327.02503333333334,342.08,324.36566666666664,340.79,55121218,340.79,2022-04-13 00:00:00 Wednesday
333.09666666666664,337.57,327.3966666666667,328.3333,58422421,328.3333,2022-04-14 00:00:00 Thursday
329.6767,338.3066666666667,324.46999999999997,334.7633,51715229,334.7633,2022-04-18 00:00:00 Monday
335.02,344.98,331.77503333333334,342.7167,49847816,342.7167,2022-04-19 00:00:00 Tuesday
343.3333333333333,344.6666666666667,325.0833666666667,325.7333,70711315,325.7333,2022-04-20 00:00:00 Wednesday
358.24333333333334,364.0733333333333,332.1383333333333,336.26,105416340,336.26,2022-04-21 00:00:00 Thursday
338.30333333333334,344.95,331.3333666666667,335.0167,69696565,335.0167,2022-04-22 00:00:00 Friday
326.3233333333333,336.20666666666665,325.09999999999997,332.6733,68341339,332.6733,2022-04-25 00:00:00 Monday
331.81,333.3333333333333,291.6667,292.14,136133657,292.14,2022-04-26 00:00:00 Tuesday
299.5266666666667,306.0,292.4533333333333,293.8367,76956385,293.8367,2022-04-27 00:00:00 Wednesday
299.99333333333334,300.0,273.90003333333334,292.5034,124948532,292.5034,2022-04-28 00:00:00 Thursday
300.75,311.46663333333333,290.0,290.2534,88133007,290.2534,2022-04-29 00:00:00 Friday
286.92333333333335,302.12,282.6767,300.98,75781381,300.98,2022-05-02 00:00:00 Monday
301.06,308.0266666666667,296.19666666666666,303.0833,63709585,303.0833,2022-05-03 00:00:00 Tuesday
301.3133666666667,318.5,295.0933333333333,317.54,81643702,317.54,2022-05-04 00:00:00 Wednesday
313.07,315.2,285.90003333333334,291.0933,92519184,291.0933,2022-05-05 00:00:00 Thursday
295.6667,296.0,281.035,288.55,72903115,288.55,2022-05-06 00:00:00 Friday
278.81666666666666,281.87666666666667,260.38336666666663,262.37,90810207,262.37,2022-05-09 00:00:00 Monday
273.1033333333333,275.12,258.0833333333333,266.68,84401641,266.68,2022-05-10 00:00:00 Tuesday
265.0,269.92333333333335,242.4,244.6667,97224447,244.6667,2022-05-11 00:00:00 Wednesday
233.66666666666666,253.22,226.66666666666666,242.6667,140312855,242.6667,2022-05-12 00:00:00 Thursday
257.82666666666665,262.4499666666667,250.52166666666668,256.53,92150727,256.53,2022-05-13 00:00:00 Friday
255.72,256.58666666666664,239.69616666666664,241.4567,86098528,241.4567,2022-05-16 00:00:00 Monday
249.12,254.82666666666668,242.95000000000002,253.87,80236099,253.87,2022-05-17 00:00:00 Tuesday
248.17333333333332,253.5,233.60333333333332,236.6033,87811797,236.6033,2022-05-18 00:00:00 Wednesday
235.66666666666666,244.66666666666666,231.37,236.4733,90296664,236.4733,2022-05-19 00:00:00 Thursday
237.99666666666667,240.52733333333333,211.0,221.3,144973319,221.3,2022-05-20 00:00:00 Friday
218.34,226.6517,212.68666666666664,224.9667,88903650,224.9667,2022-05-23 00:00:00 Monday
